symbol,company,series,last_close,market_cap_cr,median_turnover_cr,median_trades,band_pct,gsm_stage,asm,exclude_reason,mcap_pending
JPPOWER,Jaiprakash Power Ventures Limited,EQ,16.82,11617.0,52.69,41564.0,20.0,,,"not penny/nano — too big on both arms: a Rs17 share of a Rs11,617 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
CEMPRO,Cemindia Projects Limited,EQ,1268.1,21927.0,52.147,20005.0,5.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news",False
AEROFLEX,Aeroflex Industries Limited,EQ,542.1,6093.0,52.051,25175.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NEWGEN,Newgen Software Technologies Limited,EQ,567.1,7852.0,51.955,24038.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
THERMAX,Thermax Limited,EQ,3944.2,48376.0,51.878,21121.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TENNIND,Tenneco Clean Air India Limited,EQ,537.5,,51.874,31766.0,20.0,,,"listed 282d ago — under a year of history, no trend to read",False
KERNEX,Kernex Microsystems (India) Limited,EQ,1800.0,,51.18,15448.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
NUVAMA,Nuvama Wealth Management Limited,EQ,1805.0,32015.0,51.177,21552.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
FSL,Firstsource Solutions Limited,EQ,269.3,19786.0,51.133,35019.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
OBEROIRLTY,Oberoi Realty Limited,EQ,1870.0,64539.0,50.87,24226.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SENCO,Senco Gold Limited,EQ,354.85,5661.0,50.678,27427.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SAILIFE,Sai Life Sciences Limited,EQ,1485.0,30940.0,50.664,25463.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GRANULES,Granules India Limited,EQ,836.65,21265.0,50.656,21675.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TEJASNET,Tejas Networks Limited,EQ,550.15,9138.0,50.264,25241.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BALUFORGE,Balu Forge Industries Limited,EQ,638.8,6386.0,50.087,22011.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
GRAPHITE,Graphite India Limited,EQ,696.0,13886.0,49.3,21904.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NBCC,NBCC (India) Limited,EQ,87.5,25337.0,49.276,24186.0,,,,"not penny/nano — too big on both arms: a Rs88 share of a Rs25,337 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
LCL,Lohia Corp Limited,EQ,565.1,,49.199,23552.5,20.0,,,"listed 29d ago — under a year of history, no trend to read",False
IREDA,Indian Renewable Energy Development Agency Limited,EQ,117.02,33655.0,48.832,26577.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DEEPAKNTR,Deepak Nitrite Limited,EQ,1762.9,24503.0,48.624,18075.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TATACAP,Tata Capital Limited,EQ,375.7,,48.546,30344.0,10.0,,,"listed 319d ago — under a year of history, no trend to read",False
BLUESTARCO,Blue Star Limited,EQ,1480.0,31130.0,48.529,18700.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DECNGOLD,Deccan Gold Mines Limited,EQ,227.64,,48.354,21216.0,20.0,,,"listed 130d ago — under a year of history, no trend to read",False
MARKSANS,Marksans Pharma Limited,EQ,329.7,14520.0,48.145,27128.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NH,Narayana Hrudayalaya Ltd.,EQ,1932.1,38524.0,47.988,28451.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PAISALO,Paisalo Digital Limited,EQ,67.56,6382.0,47.454,14512.0,20.0,,,"not penny/nano — too big on both arms: a Rs68 share of a Rs6,382 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
SHREECEM,SHREE CEMENT LIMITED,EQ,24000.0,93846.0,47.289,7821.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHREEJISPG,Shreeji Shipping Global Limited,EQ,652.5,10646.0,47.14,8804.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHANTIGOLD,Shanti Gold International Limited,EQ,242.29,2035.0,46.939,22826.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MRF,MRF Limited,EQ,132080.0,56912.0,46.501,2596.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CYIENT,Cyient Limited,EQ,1107.45,9530.0,46.469,27420.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EMMVEE,Emmvee Photovoltaic Power Limited,EQ,324.1,,46.448,26346.0,10.0,,,"listed 283d ago — under a year of history, no trend to read",False
NLCINDIA,NLC India Limited,EQ,270.6,42209.0,46.354,29351.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ARE&M,Amara Raja Energy & Mobility Limited,EQ,921.35,17052.0,46.223,21482.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
POONAWALLA,Poonawalla Fincorp Limited,EQ,479.05,40477.0,46.092,22386.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HBLENGINE,HBL Engineering Limited,EQ,674.1,20155.0,45.557,23570.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BEML,BEML Limited,EQ,1984.9,14890.0,45.529,20848.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
FCL,Fineotex Chemical Limited,EQ,50.03,,45.074,26656.0,10.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
IDEAFORGE,Ideaforge Technology Limited,EQ,807.65,,45.012,16125.0,5.0,,,5% circuit band — cannot exit on bad news; closed at circuit on 29% of sessions — a stop cannot fill in a locked market,False
AWL,AWL Agri Business Limited,EQ,196.27,25669.0,44.532,23429.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,485.65,41596.0,44.321,26047.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LALPATHLAB,Dr. Lal Path Labs Ltd.,EQ,1931.1,31794.0,44.207,29671.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LIQUIDADD,,,1142.56,,43.825,518.0,5.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news,False
BECTORFOOD,Mrs. Bectors Food Specialities Limited,EQ,232.87,6889.0,43.753,24861.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HORIZONIND,Horizon Industrial Parks Limited,EQ,58.05,,43.569,32717.0,10.0,,,"listed 4d ago — under a year of history, no trend to read",False
CREDITACC,CREDITACCESS GRAMEEN LIMITED,EQ,1391.7,24006.0,43.502,20796.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KISSHT,OnEMI Technology Solutions Limited,EQ,306.3,,43.342,24872.0,20.0,,,"listed 112d ago — under a year of history, no trend to read",False
SAPPHIRE,Sapphire Foods India Limited,EQ,231.5,7544.0,43.125,32637.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PIIND,PI Industries Limited,EQ,2420.1,42096.0,42.975,13525.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,1099.8,27858.0,42.767,11782.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BALKRISIND,Balkrishna Industries Limited,EQ,2340.1,45445.0,42.64,20159.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LIQUIDPLUS,,,1101.1,,42.635,310.0,5.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news,False
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,150.01,17535.0,42.628,24180.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PETRONET,Petronet LNG Limited,EQ,292.0,42090.0,42.54,28189.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EMIL,Electronics Mart India Limited,EQ,177.35,,42.393,24466.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
LIQUIDIETF,,,999.99,,41.923,240.0,5.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 240 trades/day median — one operator's book, not a market",False
ENDURANCE,Endurance Technologies Limited,EQ,2929.2,40856.0,41.896,18268.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ANTHEM,Anthem Biosciences Limited,EQ,900.1,49693.0,41.659,29898.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RUBICON,Rubicon Research Limited,EQ,1804.4,,41.659,21375.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; listed 316d ago — under a year of history, no trend to read",False
BAJAJHLDNG,Bajaj Holdings & Investment Limited,EQ,11340.0,125346.0,41.437,8722.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GABRIEL,Gabriel India Limited,EQ,1367.6,25177.0,41.04,19228.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KIMS,Krishna Institute of Medical Sciences Limited,EQ,771.0,33825.0,40.878,22353.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PVRINOX,PVR INOX Limited,EQ,1220.9,11529.0,40.831,22830.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IPCALAB,IPCA Laboratories Limited,EQ,1950.3,48488.0,40.574,23023.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SJS,S.J.S. Enterprises Limited,EQ,2509.5,8111.0,40.254,19697.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHAILY,Shaily Engineering Plastics Limited,EQ,3270.4,15275.0,40.151,17501.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AARTIIND,Aarti Industries Limited,EQ,540.35,19123.0,39.874,22498.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,1256.9,9072.0,39.828,20385.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HONASA,Honasa Consumer Limited,EQ,470.65,15711.0,39.565,27046.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SONATSOFTW,Sonata Software Limited,EQ,304.6,8919.0,39.469,25074.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DEEPINDS,Deep Industries Limited,EQ,674.45,,38.75,18092.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,1201.9,29106.0,38.513,24959.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RPOWER,Reliance Power Limited,EQ,22.45,9951.0,38.461,26121.0,20.0,,,"not penny/nano — too big on both arms: a Rs22 share of a Rs9,951 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
HDFCGOLD,,,135.29,,38.427,9653.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
GENUSPOWER,Genus Power Infrastructures Limited,EQ,349.7,9330.0,38.341,18061.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,194.95,,38.332,21794.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
VIKRAMSOLR,Vikram Solar Limited,EQ,172.71,6255.0,37.91,21339.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
OMNI,Omnitech Engineering Limited,EQ,565.55,,37.897,25242.0,20.0,,,"listed 176d ago — under a year of history, no trend to read",False
WELSPUNLIV,Welspun Living Limited,EQ,190.46,18149.0,37.412,22264.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ATGL,Adani Total Gas Limited,EQ,636.5,72318.0,37.357,16164.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ARVIND,Arvind Limited,EQ,543.35,14616.0,37.168,28510.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GANDHAR,Gandhar Oil Refinery (India) Limited,EQ,256.47,,37.087,16829.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
TATACOMM,Tata Communications Limited,EQ,1694.7,50026.0,36.815,22590.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PIRAMALFIN,Piramal Finance Limited,EQ,2278.4,,36.685,19036.0,20.0,,,"listed 294d ago — under a year of history, no trend to read",False
DEEPAKFERT,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,1436.3,19413.0,36.494,17150.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PRICOLLTD,Pricol Limited,EQ,770.65,8994.0,36.403,24457.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TANLA,Tanla Platforms Limited,EQ,544.25,8137.0,36.346,22438.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ROLEXRINGS,Rolex Rings Limited,EQ,180.55,4810.0,36.241,20288.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HCC,Hindustan Construction Company Limited,EQ,24.64,5614.0,36.23,21011.0,20.0,,,"not penny/nano — too big on both arms: a Rs25 share of a Rs5,614 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,301.7,1822.0,36.183,19752.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
AETHER,Aether Industries Limited,EQ,1696.8,21588.0,36.161,22279.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CYIENTDLM,Cyient DLM Limited,EQ,819.1,5442.0,36.029,22334.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MSUMI,Motherson Sumi Wiring India Limited,EQ,37.74,26600.0,35.841,37067.0,20.0,,,"not penny/nano — too big on both arms: a Rs38 share of a Rs26,600 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
SKIPPER,Skipper Limited,EQ,546.25,6289.0,35.599,18205.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GRAVITA,Gravita India Limited,EQ,1825.8,12784.0,35.575,18194.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ENGINERSIN,Engineers India Limited,EQ,253.72,13774.0,35.205,23672.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RHETAN,Rhetan TMT Limited,EQ,20.31,,35.183,9969.0,10.0,,,"listed 336d ago — under a year of history, no trend to read",False
TORNTPOWER,Torrent Power Limited,EQ,1217.7,68067.0,34.818,18791.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BSOFT,BIRLASOFT LIMITED,EQ,300.9,8905.0,34.784,23750.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AVANTIFEED,Avanti Feeds Limited,EQ,826.75,12351.0,34.436,17395.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MEDANTA,Global Health Limited,EQ,1472.2,38124.0,34.367,20186.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KEC,KEC International Limited,EQ,425.8,12747.0,34.361,21076.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GPIL,Godawari Power And Ispat limited,EQ,239.85,15847.0,34.299,23796.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EIDPARRY,EID Parry India Limited,EQ,805.3,13795.0,34.281,19452.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SEDEMAC,SEDEMAC Mechatronics Limited,EQ,3011.6,,34.194,17435.0,20.0,,,"listed 170d ago — under a year of history, no trend to read",False
ECLERX,eClerx Services Limited,EQ,1955.5,17841.0,34.162,20551.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BLS,BLS International Services Limited,EQ,239.03,11451.0,34.005,23712.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VGUARD,V-Guard Industries Limited,EQ,333.25,14329.0,33.762,17337.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
QPOWER,Quality Power Electrical Equipments Limited,EQ,1431.2,10111.0,33.484,12304.5,5.0,,,5% circuit band — cannot exit on bad news; closed at circuit on 21% of sessions — a stop cannot fill in a locked market,False
NELCO,NELCO Limited,EQ,961.2,2338.0,33.401,14911.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ITBEES,,,34.7,,33.318,16274.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
CRAFTSMAN,Craftsman Automation Limited,EQ,11118.0,27840.0,32.938,10977.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EDELWEISS,Edelweiss Financial Services Limited,EQ,125.42,11597.0,32.66,21788.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RATEGAIN,Rategain Travel Technologies Limited,EQ,933.95,11728.0,32.322,19309.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KRN,KRN Heat Exchanger and Refrigeration Limited,EQ,1609.7,9702.0,32.309,12987.5,5.0,,,5% circuit band — cannot exit on bad news; closed at circuit on 21% of sessions — a stop cannot fill in a locked market,False
ACE,Action Construction Equipment Limited,EQ,1140.6,13031.0,32.307,19796.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GUJENERGY,GUJARAT ENERGY LIMITED,EQ,254.8,26547.0,32.282,30434.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VINCOFE,Vintage Coffee And Beverages Limited,EQ,177.97,2160.0,32.28,16469.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ANANDRATHI,Anand Rathi Wealth Limited,EQ,2213.4,36067.0,31.828,15192.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BANKBEES,,,596.06,,31.759,6469.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
IEX,Indian Energy Exchange Limited,EQ,121.8,11333.0,31.534,27387.0,,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BALAMINES,Balaji Amines Limited,EQ,2390.5,7210.0,31.476,15120.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
JAINREC,Jain Resource Recycling Limited,EQ,287.95,,31.303,21102.0,20.0,,,"listed 331d ago — under a year of history, no trend to read",False
HUDCO,Housing & Urban Development Corporation Limited,EQ,183.23,40246.0,31.189,20559.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NEOGEN,Neogen Chemicals Limited,EQ,2209.8,6106.0,31.093,22547.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ASHAPURMIN,Ashapura Minechem Limited,EQ,582.1,7053.0,31.03,18892.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TRIVENI,Triveni Engineering & Industries Limited,EQ,283.82,5139.0,30.906,18501.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SOUTHBANK,The South Indian Bank Limited,EQ,45.37,12133.0,30.777,21835.0,20.0,,,"not penny/nano — too big on both arms: a Rs45 share of a Rs12,133 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
BLUEJET,Blue Jet Healthcare Limited,EQ,577.65,11241.0,30.689,16247.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BAJAJCON,Bajaj Consumer Care Limited,EQ,477.45,6306.0,30.655,16970.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GCSL,Gretex Corporate Services Limited,EQ,541.3,,30.574,6207.0,20.0,,,"listed 358d ago — under a year of history, no trend to read",False
MARINE,Marine Electricals (India) Limited,EQ,406.8,,30.38,20026.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
RPTECH,Rashi Peripherals Limited,EQ,828.55,,30.333,18715.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
GRWRHITECH,Garware Hi-Tech Films Limited,EQ,7224.5,16550.0,30.192,9287.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CMPDI,Central Mine Planning & Design Institute Limited,EQ,230.97,,30.188,18846.0,20.0,,,"listed 151d ago — under a year of history, no trend to read",False
GOODLUCK,Goodluck India Limited,EQ,449.9,4373.0,29.824,14142.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PNGJL,P N Gadgil Jewellers Limited,EQ,598.0,9463.0,29.799,17337.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LEMONTREE,Lemon Tree Hotels Limited,EQ,108.53,8795.0,29.782,33244.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CHOICEIN,Choice International Limited,EQ,786.4,18739.0,29.76,7029.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VOLTAMP,Voltamp Transformers Limited,EQ,11038.5,10997.0,29.727,12966.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SBC,SBC Exports Limited,EQ,41.93,,29.679,6255.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
PTCIL,PTC Industries Limited,EQ,22110.0,28561.0,29.662,5326.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ZENSARTECH,Zensar Technologies Limited,EQ,470.6,11558.0,29.632,19681.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AJANTPHARM,Ajanta Pharma Limited,EQ,3557.0,45640.0,29.616,17285.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KUSUMGAR,Kusumgar Limited,EQ,563.1,,29.463,19577.0,10.0,,,"listed 44d ago — under a year of history, no trend to read",False
JMFINANCIL,JM Financial Limited,EQ,129.29,12099.0,29.118,19177.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
OLECTRA,Olectra Greentech Limited,EQ,1312.3,11368.0,29.1,13996.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LTTS,L&T Technology Services Limited,EQ,3568.7,37715.0,28.851,13089.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AFFLE,Affle 3i Limited,EQ,1620.2,23183.0,28.848,21206.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
RAYMOND,Raymond Limited,EQ,626.85,4094.0,28.532,11649.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GOLDIAM,Goldiam International Limited,EQ,348.55,5614.0,28.283,13503.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JINDALSAW,Jindal Saw Limited,EQ,308.6,18651.0,28.262,21906.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ANURAS,Anupam Rasayan India Limited,EQ,1260.4,13828.0,28.202,6640.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DALBHARAT,Dalmia Bharat Limited,EQ,1845.3,35262.0,28.03,12764.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ONESOURCE,Onesource Specialty Pharma Limited,EQ,1532.2,18072.0,27.992,16694.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HDBFS,HDB Financial Services Limited,EQ,679.35,55292.0,27.882,19345.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AARTIPHARM,Aarti Pharmalabs Limited,EQ,840.7,7407.0,27.777,17793.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SBCL,Shivalik Bimetal Controls Limited,EQ,1049.2,5722.0,27.744,16571.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EBGNG,GNG Electronics Limited,EQ,635.1,5993.0,27.675,17276.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JSFB,Jana Small Finance Bank Limited,EQ,541.0,6045.0,27.665,19312.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LUMAXTECH,Lumax Auto Technologies Limited,EQ,1985.5,13555.0,27.661,17078.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JSLL,Jeena Sikho Lifecare Limited,EQ,512.5,6480.0,27.532,15353.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INOXGREEN,Inox Green Energy Services Limited,EQ,174.26,7511.0,27.455,8740.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PCBL,PCBL Chemical Limited,EQ,322.1,12666.0,27.004,14185.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AGIIL,Agi Infra Limited,EQ,289.1,3787.0,26.992,10195.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,99.1,9794.0,26.98,19476.0,20.0,,,"not penny/nano — too big on both arms: a Rs99 share of a Rs9,794 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
NATCOPHARM,Natco Pharma Limited,EQ,853.8,16418.0,26.947,22345.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SENORES,Senores Pharmaceuticals Limited,EQ,1482.1,6183.0,26.846,14771.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LIQUIDBETF,,,1096.75,,26.769,142.0,5.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 142 trades/day median — one operator's book, not a market",False
