symbol,company,series,last_close,market_cap_cr,median_turnover_cr,median_trades,band_pct,gsm_stage,asm,exclude_reason,mcap_pending
IDBI,IDBI Bank Limited,EQ,92.66,91320.0,26.766,16845.0,20.0,,,"not penny/nano — too big on both arms: a Rs93 share of a Rs91,320 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
PRAJIND,Praj Industries Limited,EQ,347.9,6066.0,26.702,17438.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TBOTEK,TBO Tek Limited,EQ,1682.7,17736.0,26.664,13349.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TARIL,Transformers And Rectifiers (India) Limited,EQ,303.45,8939.0,26.624,15132.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ITCHOTELS,ITC Hotels Limited,EQ,162.73,35546.0,26.494,21433.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ASIANENE,Asian Energy Services Limited,EQ,480.8,1895.0,26.461,13468.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
MANINDS,Man Industries (India) Limited,EQ,768.2,4628.0,26.143,12404.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,555.25,18758.0,25.707,22042.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
APOLLOPIPE,Apollo Pipes Limited,EQ,631.0,2428.0,25.698,10780.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TRITURBINE,Triveni Turbine Limited,EQ,580.3,20232.0,25.539,26462.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INOXINDIA,INOX India Limited,EQ,2126.2,17519.0,25.525,16843.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MINDACORP,Minda Corporation Limited,EQ,702.8,17401.0,25.328,19351.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IBULLSLTD,Indiabulls Limited,EQ,26.31,,25.256,11574.5,5.0,,,5% circuit band — cannot exit on bad news,False
SUDEEPPHRM,Sudeep Pharma Limited,EQ,1152.1,,25.193,12228.0,5.0,,,"5% circuit band — cannot exit on bad news; listed 273d ago — under a year of history, no trend to read",False
MOSCHIP,Moschip Technologies Limited,EQ,219.77,4026.0,25.19,12389.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BRIGADE,Brigade Enterprises Limited,EQ,642.25,19300.0,25.119,16583.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ATUL,Atul Limited,EQ,6459.5,19944.0,25.069,10476.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
FRACTAL,Fractal Analytics Limited,EQ,844.3,,25.043,17889.0,20.0,,,"listed 193d ago — under a year of history, no trend to read",False
TATACHEM,Tata Chemicals Limited,EQ,655.75,17085.0,24.978,13687.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AMAGI,Amagi Media Labs Limited,EQ,570.8,,24.934,23989.0,20.0,,,"listed 219d ago — under a year of history, no trend to read",False
INDGN,Indegene Limited,EQ,578.95,13485.0,24.906,21786.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EMCURE,Emcure Pharmaceuticals Limited,EQ,1869.4,37526.0,24.869,15851.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SHRIPISTON,SPR Auto Technologies Limited,EQ,4572.2,20263.0,24.849,10948.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KPIGREEN,KPI Green Energy Limited,EQ,314.25,6306.0,24.84,18772.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KAJARIACER,Kajaria Ceramics Limited,EQ,1215.5,19096.0,24.4,14374.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LLOYDSENT,Lloyds Enterprises Limited,EQ,73.53,12051.0,24.332,12955.0,20.0,,,"not penny/nano — too big on both arms: a Rs74 share of a Rs12,051 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
SYNGENE,Syngene International Limited,EQ,403.4,16296.0,24.136,25166.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
APOLLOTYRE,Apollo Tyres Limited,EQ,443.5,27925.0,24.125,19222.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ROSSTECH,Rossell Techsys Limited,EQ,1104.6,4047.0,23.943,12941.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DCBBANK,DCB Bank Limited,EQ,212.97,6081.0,23.929,15725.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GOLDCASE,,,24.9,,23.87,9774.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,835.35,11413.0,23.821,15411.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GLAXO,GlaxoSmithKline Pharmaceuticals Limited,EQ,3106.4,45740.0,23.741,13117.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
UNIMECH,Unimech Aerospace and Manufacturing Limited,EQ,1503.1,7712.0,23.738,12315.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CASTROLIND,Castrol India Limited,EQ,185.24,18479.0,23.53,21830.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JUNIORBEES,,,801.29,,23.506,7108.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
FIEMIND,Fiem Industries Limited,EQ,2087.7,6151.0,23.488,12596.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IKS,Inventurus Knowledge Solutions Limited,EQ,1762.0,29830.0,23.383,14012.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AEGISVOPAK,Aegis Vopak Terminals Limited,EQ,269.9,31611.0,23.352,15060.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
COHANCE,Cohance Lifesciences Limited,EQ,449.9,16920.0,23.334,18258.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SWANCORP,SWAN CORP LIMITED,EQ,298.15,9548.0,23.301,10324.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
THYROCARE,Thyrocare Technologies Limited,EQ,584.35,9002.0,23.174,20059.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CLEAN,Clean Science and Technology Limited,EQ,836.45,8731.0,23.021,18753.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SAREGAMA,Saregama India Limited,EQ,492.8,9767.0,22.991,17203.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HDFCSML250,,,186.5,,22.88,8255.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
RICOAUTO,Rico Auto Industries Limited,EQ,129.41,1786.0,22.845,13591.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PTC,PTC India Limited,EQ,157.69,4741.0,22.838,19827.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JSL,Jindal Stainless Limited,EQ,705.15,60566.0,22.801,20907.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GAEL,Gujarat Ambuja Exports Limited,EQ,166.98,8140.0,22.559,21109.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ABFRL,Aditya Birla Fashion and Retail Limited,EQ,52.49,6865.0,22.527,19123.0,20.0,,,"not penny/nano — too big on both arms: a Rs52 share of a Rs6,865 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
EMAMILTD,Emami Limited,EQ,379.4,17547.0,22.435,18412.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
HAPPYFORGE,Happy Forgings Limited,EQ,2307.0,20631.0,22.412,13920.0,5.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news",False
MAPMYINDIA,C.E. Info Systems Limited,EQ,965.9,5554.0,22.359,15406.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
WELENT,Welspun Enterprises Limited,EQ,670.3,7921.0,22.208,10368.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MIDHANI,Mishra Dhatu Nigam Limited,EQ,417.75,7942.0,22.156,13384.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ALLCARGO,Allcargo Logistics Limited,EQ,12.19,1874.0,22.126,21811.0,10.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
CHOLAHLDNG,Cholamandalam Financial Holdings Limited,EQ,1498.8,30570.0,22.119,11908.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
UNIVCABLES,Universal Cables Limited,EQ,1693.2,,22.079,12111.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
MANYAVAR,Vedant Fashions Limited,EQ,547.8,13222.0,22.001,19967.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LIQUID,,,999.99,,21.993,185.0,5.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 185 trades/day median — one operator's book, not a market",False
CEATLTD,CEAT Limited,EQ,3511.5,14414.0,21.928,9646.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MANORAMA,Manorama Industries Limited,EQ,1889.4,11936.0,21.908,13581.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Limited,EQ,2568.0,30013.0,21.887,13715.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CONCORDBIO,Concord Biotech Limited,EQ,1481.1,15752.0,21.882,12773.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GNFC,Gujarat Narmada Valley Fertilizers and Chemicals Limited,EQ,580.05,8561.0,21.864,13458.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
COROMANDEL,Coromandel International Limited,EQ,1913.7,61815.0,21.794,13071.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
APTUS,Aptus Value Housing Finance India Limited,EQ,256.15,12545.0,21.559,21137.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AIAENG,AIA Engineering Limited,EQ,4234.2,40584.0,21.552,11401.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
STAR,Strides Pharma Science Limited,EQ,1019.9,8987.0,21.387,14337.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
63MOONS,63 moons technologies limited,EQ,776.4,3623.0,21.365,10381.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GICRE,General Insurance Corporation of India,EQ,353.3,61904.0,21.346,14669.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
TIL,TIL Limited,BE,232.5,,21.294,13825.0,5.0,,,series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; closed at circuit on 36% of sessions — a stop cannot fill in a locked market,False
SBISILVER,,,236.12,,21.184,6851.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
RAMCOCEM,The Ramco Cements Limited,EQ,895.65,21294.0,21.17,10897.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
MGL,Mahanagar Gas Limited,EQ,1092.6,11149.0,21.138,15801.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BATAINDIA,Bata India Limited,EQ,681.3,9620.0,21.121,11905.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CARBORUNIV,Carborundum Universal Limited,EQ,1116.8,21715.0,21.063,12011.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SILVER,,,240.63,,21.053,8299.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
GOLD1,,,132.21,,21.013,7339.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
MARSONS,Marsons Limited,EQ,133.17,,21.009,11075.0,20.0,,,"listed 168d ago — under a year of history, no trend to read",False
SCHAEFFLER,Schaeffler India Limited,EQ,4033.4,63197.0,20.991,10800.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KNACK,Knack Packaging Limited,EQ,192.61,,20.991,12594.0,20.0,,,"listed 51d ago — under a year of history, no trend to read",False
ARIS,Arisinfra Solutions Limited,EQ,151.31,1083.0,20.884,11666.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
FILATEX,Filatex India Limited,EQ,78.89,3614.0,20.788,16216.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
SIGMAADV,SIGMA ADVANCED SYSTEMS LIMITED,BE,763.65,,20.493,7801.0,5.0,,LT Stage IV,"series BE (trade-to-trade / SME — not normal rolling settlement); ASM LT Stage IV — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; closed at circuit on 67% of sessions — a stop cannot fill in a locked market",False
CESC,CESC Limited,EQ,148.11,22376.0,20.467,16703.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
JKTYRE,JK Tyre & Industries Limited,EQ,380.25,11385.0,20.448,13222.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AFCONS,Afcons Infrastructure Limited,EQ,286.65,9886.0,20.43,14358.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VARROC,Varroc Engineering Limited,EQ,821.85,13161.0,20.346,15615.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CASHIETF,,,1077.45,,20.253,142.0,5.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; only 142 trades/day median — one operator's book, not a market",False
EPL,EPL Limited,EQ,251.94,8522.0,20.182,15134.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ASHIKAG,Ashika Global Securities Limited,BE,427.45,,20.177,5996.0,5.0,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; listed 130d ago — under a year of history, no trend to read; closed at circuit on 27% of sessions — a stop cannot fill in a locked market",False
ABDL,Allied Blenders and Distillers Limited,EQ,610.0,16767.0,20.122,12700.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ESCORTS,Escorts Kubota Limited,EQ,3015.5,34458.0,19.923,9613.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
IGIL,International Gemological Institute Limited,EQ,338.95,14948.0,19.911,15961.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ELGIEQUIP,Elgi Equipments Limited,EQ,628.85,20103.0,19.899,19189.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SIRCA,Sirca Paints India Limited,EQ,436.3,2422.0,19.893,5544.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AKUMS,Akums Drugs and Pharmaceuticals Limited,EQ,772.6,11805.0,19.803,17844.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SUVEN,Suven Life Sciences Limited,EQ,364.95,,19.681,14690.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
IMFA,Indian Metals & Ferro Alloys Limited,EQ,1370.7,7455.0,19.674,13208.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
LTFOODS,LT Foods Limited,EQ,439.35,14515.0,19.626,19583.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ABBOTINDIA,Abbott India Limited,EQ,26175.0,59511.0,19.623,3344.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KPIL,Kalpataru Projects International Limited,EQ,1386.3,23985.0,19.623,15525.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GREAVESCOT,Greaves Cotton Limited,EQ,194.41,4632.0,19.498,12909.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SGMART,SG Mart Limited,EQ,789.3,,19.495,11456.0,20.0,,,"listed 350d ago — under a year of history, no trend to read",False
SUMICHEM,Sumitomo Chemical India Limited,EQ,517.85,26602.0,19.41,11901.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BLACKBUCK,BLACKBUCK LIMITED,EQ,588.15,10404.0,19.307,16450.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
POCL,Pondy Oxides & Chemicals Limited,EQ,509.2,3674.0,19.25,10016.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KMEW,Knowledge Marine & Engineering Works Limited,EQ,3051.9,,19.197,12453.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
BORORENEW,BOROSIL RENEWABLES LIMITED,EQ,502.25,7782.0,19.167,11345.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INTELLECT,Intellect Design Arena Limited,EQ,679.7,10118.0,19.144,15705.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ICIL,Indo Count Industries Limited,EQ,434.95,8662.0,19.119,15247.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
GPPL,Gujarat Pipavav Port Limited,EQ,168.75,7906.0,19.108,15579.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
BBOX,Black Box Limited,EQ,745.9,,19.049,13747.0,10.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
MOIL,MOIL Limited,EQ,258.25,5514.0,19.027,15133.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
SILVERCASE,,,24.49,,19.023,7514.0,20.0,,,not in the NSE equity master (ETF / REIT / InvIT — not a company),False
USHAMART,Usha Martin Limited,EQ,492.45,14667.0,19.007,14766.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NCC,NCC Limited,EQ,148.4,8831.0,18.885,16294.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
WHIRLPOOL,Whirlpool of India Limited,EQ,813.25,9882.0,18.859,14566.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
EPACKPEB,EPack Prefab Technologies Limited,EQ,225.65,,18.767,11877.0,20.0,,,"listed 331d ago — under a year of history, no trend to read",False
YASHO,Yasho Industries Limited,EQ,4338.8,,18.757,9194.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
GNA,GNA Axles Limited,EQ,542.65,,18.704,9342.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging",False
BAJAJHFL,Bajaj Housing Finance Limited,EQ,85.0,70150.0,18.7,20231.0,10.0,,,"not penny/nano — too big on both arms: a Rs85 share of a Rs70,150 Cr company (the price arm's ceiling is Rs5,000 Cr — a cheap share is not a small company)",False
YATHARTH,Yatharth Hospital & Trauma Care Services Limited,EQ,967.4,8230.0,18.692,13481.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
DALMIASUG,Dalmia Bharat Sugar and Industries Limited,EQ,477.95,3779.0,18.563,12987.0,20.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging",False
SUPRIYA,Supriya Lifescience Limited,EQ,804.15,6482.0,18.437,12936.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
CCL,CCL Products (India) Limited,EQ,1123.1,15804.0,18.407,15992.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
KPRMILL,K.P.R. Mill Limited,EQ,1130.2,38197.0,18.398,17245.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
INDIAMART,Indiamart Intermesh Limited,EQ,1756.9,10765.0,18.386,15864.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PRIVISCL,Privi Speciality Chemicals Limited,EQ,3458.0,14235.0,18.375,9871.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ATLANTAELE,Atlanta Electricals Limited,EQ,1745.1,,18.291,11376.0,10.0,,,"listed 333d ago — under a year of history, no trend to read",False
ACC,ACC Limited,EQ,1306.4,24814.0,18.29,10401.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
FIVESTAR,Five-Star Business Finance Limited,EQ,537.85,16036.0,18.286,16751.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
ICRA,ICRA Limited,EQ,4912.8,5082.0,18.203,6463.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
NIACL,The New India Assurance Company Limited,EQ,186.34,29227.0,18.176,13920.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
PFOCUS,Prime Focus Limited,EQ,294.4,22398.0,18.138,11795.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
AXISCADES,AXISCADES Technologies Limited,EQ,1594.7,6656.0,18.077,8444.0,10.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
V2RETAIL,V2 Retail Limited,EQ,221.32,7931.0,18.076,14089.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
VIJAYA,Vijaya Diagnostic Centre Limited,EQ,1452.5,15495.0,17.991,11126.0,20.0,,,not penny/nano — price >= Rs100 and mcap >= Rs1000 Cr,False
